"doi","publication_date","title","journal","issn","publisher","member_id"
"10.4028/www.scientific.net/msf.765.102","2013-07","Exploring the Use of a Synchrotron X-Ray Scattering Method to Investigate Nucleation","MSF","1662-9752","Trans Tech Publications",2457
"10.1111/oet.12107_11","2013-11","Tanker Chartering and Freight Rates","Oil and Energy Trends","0950-1045","Wiley-Blackwell",311
"10.1126/science.342.6165.1422-b","2013-12-19","Around the World","Science","0036-8075","American Association for the Advancement of Science (AAAS)",221
"10.1109/jssc.2013.2239004","2013-04","A 94 GHz mm-Wave-to-Baseband Pulsed-Radar Transceiver with Applications in Imaging and Gesture Recognition","IEEE J. Solid-State Circuits","0018-9200","Institute of Electrical & Electronics Engineers (IEEE)",263
"10.1007/s10549-013-2565-3","2013-06","Influence of CYP2D6-genotype on tamoxifen efficacy in advanced breast cancer","Breast Cancer Res Treat","0167-6806","Springer Science + Business Media",297
"10.1016/j.bej.2013.02.016","2013-05","A logic-reasoning based system to harness bioprocess experimental data and knowledge for design","Biochemical Engineering Journal","1369-703X","Elsevier BV",78
"10.5688/ajpe77221","2013-03","Palliative Care Is Everyone's Business, Including Pharmacists","American Journal of Pharmaceutical Education","0002-9459","American Journal of Pharmaceutical Education",3665
"10.1080/19443994.2012.751053","2013-06","Adsorption of 2,4-dichlorophenol from aqueous solution by activated carbon derived from moso bamboo processing waste","Desalination and Water Treatment","1944-3994","Informa UK Limited",301
"10.1016/j.molimm.2013.01.016","2013-10","Carp head kidney leukocytes display different patterns of oxygen radical production after stimulation with PAMPs and DAMPs","Molecular Immunology","0161-5890","Elsevier BV",78
"10.1016/j.indcrop.2012.12.050","2013-02","Microwave-assisted aqueous enzymatic extraction of oil from Isatis indigotica seeds and its evaluation of physicochemical properties, fatty acid compositions and antioxidant activities","Industrial Crops and Products","0926-6690","Elsevier BV",78
"10.1163/15700704-12341246","2013-01-01","A Case Study in Reception History","Review of Rabbinic Judaism","1568-4857","Brill Academic Publishers",50
"10.1371/journal.pbio.1001730","2013-12-10","Encourage Sustainability by Giving Credit for Marine Protected Areas in Seafood Certification","PLoS Biol","1545-7885","Public Library of Science (PLoS)",340
"10.1136/gutjnl-2013-304907.433","2013-06-01","PWE-145 Restrospective Review of Hepatitis B Database","Gut","0017-5749","BMJ",239
"10.1002/tee.21859","2013-04-01"," Construction of an in vitro model system for the anatomical reentry phenomenon of cardiac tissues by using microfabrication techniques ","IEEJ Trans Elec Electron Eng","1931-4973","Wiley-Blackwell",311
"10.1016/j.jconrel.2013.08.174","2013-11","Core-shell micro/nanoparticles containing multiple drugs fabricated by emulsion electrospraying","Journal of Controlled Release","0168-3659","Elsevier BV",78
"10.1177/1748048512461759","2013-01-23","Studying journalists in changing times: Understanding news work as socially situated practice","International Communication Gazette","1748-0485","SAGE Publications",179
"10.1109/msp.2013.2265141","2013-09","Coding for Secrecy: An Overview of Error-Control Coding Techniques for Physical-Layer Security","IEEE Signal Process. Mag.","1053-5888","Institute of Electrical & Electronics Engineers (IEEE)",263
"10.2174/1874213020130516002","2013-08-23","Multi-Class Community Structure within a Temperate Freshwater Wetland Complex: Evidence for the Metacommunity","TOECOLJ","1874-2130","Bentham Science Publishers Ltd.",965
"10.1016/j.jallcom.2013.02.078","2013-06","Deep ultraviolet detecting property of AlxZn1xO alloy thin film as photocathode layer","Journal of Alloys and Compounds","0925-8388","Elsevier BV",78
"10.1629/2048-7754.61","2013-07-01","350 years at the cutting edge of scientific publishing  the Royal Society moves to continuous publication","Insights: the UKSG journal","2048-7754","UKSG",636
"10.1038/nj7479-319a","2013-12-11","Computing: Out of the hood","njobs","0028-0836","Nature Publishing Group",339
"10.1055/s-0032-1331251","2013-08-16","Effektivitü¾¼t und Kosteneffektivitü¾¼t tü¾¼glichen Schulsports in der Grundschule - das Projekt fit fü¾¶¼r pisa","Das Gesundheitswesen","0941-3790","Thieme Publishing Group",194
"10.4156/ijipm.vol4.issue4.3","2013-06-30","Ontology-based Knowledge Discovery from Unstructured Text","IJIPM","2093-4009","AICIT",2647
"10.4028/www.scientific.net/amm.321-324.1241","2013-06","Design of Universal Signal Processing Machine Based on Multiple DSP","AMM","1662-7482","Trans Tech Publications",2457
"10.1002/ange.201208351","2013-01-28"," BN/CC-isosterische Verbindungen als Enzyminhibitoren: Hemmung der Hydroxylierung von Ethylbenzol durch N - und B -Ethyl-1,2-azaborin als nichtkonvertierbare Substratanaloga ","Angew. Chem.","0044-8249","Wiley-Blackwell",311
"10.1016/j.toxlet.2013.05.629","2013-08","Influence of light/dark condition on bioaccumulation and toxic severity of heavy metals in mice","Toxicology Letters","0378-4274","Elsevier BV",78
"10.1016/j.ejrnm.2012.11.002","2013-03","Magnetic resonance spectroscopy and perfusion weighted imaging as predictors for tumor response to gamma knife radiosurgery: A single center experience","The Egyptian Journal of Radiology and Nuclear Medicine","0378-603X","Elsevier BV",78
"10.1002/chem.201303426","2013-11-13"," One-Pot Synthesis of 3-Alkylidenephthalides from Benzoic Acids by a Rhodium-Catalyzed ortho -Cü¾¦¼H Acylation Process ","Chemistry - A European Journal","0947-6539","Wiley-Blackwell",311
"10.1007/s00011-013-0692-2","2013-12-08","The antagonistic effect of the sigma 1 receptor ligand (+)-MR200 on persistent pain induced by inflammation","Inflamm. Res.","1023-3830","Springer Science + Business Media",297
"10.1002/chin.201336177","2013-08-15","ChemInform Abstract: Synthesis and Biological Activity of Novel Deoxynojirimycin Derivatives as Potent ü¾¼-Glucosidase Inhibitors.","ChemInform","0931-7597","Wiley-Blackwell",311
"10.1016/j.future.2012.05.025","2013-06","Network performance isolation for latency-sensitive cloud applications","Future Generation Computer Systems","0167-739X","Elsevier BV",78
"10.1007/s00034-013-9641-0","2013-08-07","Neural Network-Based IIR All-Pass Filter Design","Circuits","0278-081X","Springer Science + Business Media",297
"10.1007/s40278-013-5467-6","2013-08","Bupivacaine","Reactions Weekly","0114-9954","Springer Science + Business Media",297
"10.5120/12874-9734","2013-07-26","Dynamic Wavelet Thresholding based Image Restoration","International Journal of Computer Applications","0975-8887","Foundation of Computer Science",3103
"10.4302/plp.2013.4.09","2013-12-31","Extreme ultraviolet and soft X-ray imaging using compact laser-plasma sources based on a double stream gas-puff target","Photon. Lett. Poland","2080-2242","Photonics Society of Poland",2854
"10.4028/www.scientific.net/amm.391.461","2013-09","Intelligent Control for Mobile Robot Path Tracking Based on Advanced PSO","AMM","1662-7482","Trans Tech Publications",2457
"10.1002/aqc.2394","2013-09-24"," Status and the potential for extinction of the largetooth sawfish Pristis pristis in the Atlantic Ocean ","Aquatic Conserv: Mar. Freshw. Ecosyst.","1052-7613","Wiley-Blackwell",311
"10.1007/s13277-013-1405-8","2013-11-20","Clinical significance of serum insulin-like growth factor-1 (IGF-1) and insulinlike growth factor binding protein-3 (IGFBP-3) in patients with epithelial ovarian cancer","Tumor Biology","1010-4283","Springer Science + Business Media",297
"10.1111/ejh.12119","2013-05-31","Acquisition of t(11;14) in a patient with chronic lymphocytic leukemia carrying both t(14;19)(q32;q13.1) and +12","European Journal of Haematology","0902-4441","Wiley-Blackwell",311
"10.1167/13.8.11","2013-07-01","Segmentation by depth does not always facilitate visual search","Journal of Vision","1534-7362","Association for Research in Vision and Ophthalmology (ARVO)",27
"10.1016/j.apacoust.2012.10.006","2013-04","Thermal and acoustic properties of aluminium foams manufactured by the infiltration process","Applied Acoustics","0003-682X","Elsevier BV",78
"10.1007/s40278-013-2317-5","2013-04","Fentanyl","Reactions Weekly","0114-9954","Springer Science + Business Media",297
"10.1001/jama.2013.3730","2013-05-15","Contraceptives and the Law","JAMA","0098-7484","American Medical Association (AMA)",10
"10.1080/0966369x.2013.795723","2013-06","Cruel optimism","Gender","0966-369X","Informa UK Limited",301
"10.1111/jog.12257","2013-12-10","Assessment of sublingual misoprostol as first-line treatment for primary post-partum hemorrhage: Results of a multicenter trial","J Obstet Gynaecol Res","1341-8076","Wiley-Blackwell",311
"10.1016/j.cemconres.2013.01.009","2013-05","Nano-scale study of passive films and chloride-induced depassivation of carbon steel rebar in simulated concrete pore solutions using FIB/TEM","Cement and Concrete Research","0008-8846","Elsevier BV",78
"10.1521/adhd.2013.21.1.1","2013-02","Telepsychiatry and ADHD","The ADHD Report","1065-8025","Guilford Publications",377
"10.4028/www.scientific.net/amm.460.33","2013-11","Material Damping of Fibrous Composites for Devices Driven by Artificial Muscles","AMM","1662-7482","Trans Tech Publications",2457
"10.1080/02791072.2013.803647","2013-07","Methoxetamine (MXE)  A Phenomenological Study of Experiences Induced by a Legal High from the Internet","Journal of Psychoactive Drugs","0279-1072","Informa UK Limited",301
"10.1016/s1872-5805(13)60080-3","2013-08","The effect of the HClO4 oxidization of petroleum coke on the properties of the resulting activated carbon for use in supercapacitors","New Carbon Materials","1872-5805","Elsevier BV",78
"10.1214/ejp.v18-2073","2013-01-04","A diffusive matrix model for invariant $\beta$-ensembles","Electron. J. Probab.","1083-6489","Institute of Mathematical Statistics",108
"10.9722/jgte.2013.23.6.1003","2013-12-31","ü¾¼ ü¾ ¼ü¾¶¼ P-Yü¾¼ü¾¼ Pü¾¶¼@ Yü¾¼X xü¾¼ (t ü¾ ¼,An Analysis on the Differences in Perceptions of Teachers and Students for Teaching and Learning of the Gifted in the Elementary Invention","Journal of Gifted/Talented Education","1598-8333","The Korean Society for the Gifted",4665
"10.1016/j.cbi.2013.01.005","2013-04","AhR- and NF-ü¾¼B-dependent induction of interleukin-6 by co-exposure to the environmental contaminant benzanthracene and the cytokine tumor necrosis factor-ü¾¼ in human mammary MCF-7 cells","Chemico-Biological Interactions","0009-2797","Elsevier BV",78
"10.1371/journal.pone.0080548","2013-11-22","FOXC2 Mutations in Familial and Sporadic Spinal Extradural Arachnoid Cyst","PLoS ONE","1932-6203","Public Library of Science (PLoS)",340
"10.3126/ajn.v1i0.7544","2013-02-03","Heterosis and yield potentialities of promising maize hybrids suitable for Terai and inner Terai environments of Nepal","Agronomy Journal of Nepal","2091-0649","Nepal Journals Online (JOL)",1670
"10.1016/j.tsf.2012.11.129","2013-11","Time-resolved and temperature-dependent photoluminescence studies on CdTe/ZnTe quantum dots with different ZnTe capping layer thicknesses","Thin Solid Films","0040-6090","Elsevier BV",78
"10.1038/tp.2013.110","2013-12-17","A randomized placebo-controlled trial of an omega-3 fatty acid and vitamins E+C in schizophrenia","Transl Psychiatry","2158-3188","Nature Publishing Group",339
"10.1002/we.1655","2013-08-02","An upper size of vertical axis wind turbines","Wind Energy","1095-4244","Wiley-Blackwell",311
"10.1016/j.jfma.2013.07.003","2013-09","Interarterial course of coronary artery anomaly presenting as Brugada-like ECG and aborted cardiac deathMultidisciplinary images facilitate the diagnosis","Journal of the Formosan Medical Association","0929-6646","Elsevier BV",78
"10.5860/choice.51-0899","2013-09-19","Traveling the 38th parallel: a water line around the world","Choice Reviews Online","0009-4978","American Library Association",3932
"10.1007/s00408-013-9521-1","2013-10-30","Primary Pulmonary Synovial Sarcoma: A Rare Primary Pulmonary Tumor","Lung","0341-2040","Springer Science + Business Media",297
"10.4028/www.scientific.net/amm.419.505","2013-10","Initialization Time Test and Analysis about the Control Unit of Fuel Cell Vehicle","AMM","1662-7482","Trans Tech Publications",2457
"10.1080/08905762.2013.840156","2013-11"," The Realist's Crucial Transition: From Conversation in the Cathedral to Aunt Julia and the Scriptwriter ","Review: Literature and Arts of the Americas","0890-5762","Informa UK Limited",301
"10.1017/s0007114512005557","2013-01-15","Lactose malabsorption and colonic fermentations alter host metabolism in rats","Br J Nutr","0007-1145","Cambridge University Press (CUP)",56
"10.1002/ange.201208746","2013-03-07","Die Reaktionen eines P/Al-basierten frustrierten Lewis-Paars mit Ammoniak, Boran und Aminboranen: Adduktbildung und katalytische Wasserstoffeliminierung","Angew. Chem.","0044-8249","Wiley-Blackwell",311
"10.1111/soru.12012","2013-07","Academic Freedom, Democracy and the Public Policy Process","Sociol Ruralis","0038-0199","Wiley-Blackwell",311
"10.1515/bejeap-2013-0047","2013-01-12","Pass-through of Per Unit and ad Valorem Consumption Taxes: Evidence from Alcoholic Beverages in France","The B.E. Journal of Economic Analysis & Policy","2194-6108","Walter de Gruyter GmbH",374
"10.1016/j.jhydrol.2013.03.012","2013-05","Groundwater dating using radiocarbon in fulvic acid in groundwater containing fluorescein","Journal of Hydrology","0022-1694","Elsevier BV",78
"10.1007/s11258-013-0208-8","2013-05","Cold tolerance of photosynthesis as a determinant of tree species regeneration patterns in an evergreen temperate forest","Plant Ecol","1385-0237","Springer Science + Business Media",297
"10.1088/1054-660x/23/8/085111","2013-07-15","Influence of a bidirectional recycling residual pump on the Stokes signal characteristics of a linear cavity Brillouin fiber laser","Laser Phys.","1054-660X","IOP Publishing",266
"10.1016/j.reactfunctpolym.2013.05.004","2013-08","Silylated montmorillonite based molecularly imprinted polymer for the selective binding and controlled release of thiamine hydrochloride","Reactive and Functional Polymers","1381-5148","Elsevier BV",78
"10.1016/j.ando.2013.07.432","2013-09","Particularitü¾¼ du bilan thyroü¾¦¼dien chez lenfant obü¾¼se","Annales d'Endocrinologie","0003-4266","Elsevier BV",78
"10.1016/j.clinph.2013.04.113","2013-10","P 35. Investigating a causal role of the supramarginal gyrus for pitch memory using transcranial direct current stimulation","Clinical Neurophysiology","1388-2457","Elsevier BV",78
"10.1161/circheartfailure.112.000206","2013-03-11","Pulsatility and the Risk of Nonsurgical Bleeding in Patients Supported With the Continuous-Flow Left Ventricular Assist Device HeartMate II","Circulation: Heart Failure","1941-3289","Ovid Technologies (Wolters Kluwer Health)",276
"10.1109/tvlsi.2012.2220793","2013-10","Novel Bio-Inspired Approach for Fault-Tolerant VLSI Systems","IEEE Trans. VLSI Syst.","1063-8210","Institute of Electrical & Electronics Engineers (IEEE)",263
"10.5251/ajsir.2013.4.1.11.21","2013-02","Integration of 3D Seismic and Well log Data In the Optimal Reservoir Characterisation of EMI Field, Offshore Niger Delta Oil Province, Nigeria","American Journal of Scientific and Industrial Research","2153-649X","Science Hub",3217
"10.1016/s0735-1097(13)60513-6","2013-03","EVALUATION OF MID-TERM OUTCOMES IN COARCTATION OF THE AORTA MANAGED IN THE RECENT ERA","Journal of the American College of Cardiology","0735-1097","Elsevier BV",78
"10.1016/j.jcis.2013.06.057","2013-10","Preparation and photocatalytic activity of strontium titanate nanocube-dispersed mesoporous silica","Journal of Colloid and Interface Science","0021-9797","Elsevier BV",78
"10.1109/mc.2013.236","2013-07","From NASA","Computer","0018-9162","Institute of Electrical & Electronics Engineers (IEEE)",263
"10.1016/j.enpol.2013.03.048","2013-08","Efficiency improvement opportunities in TVs: Implications for market transformation programs","Energy Policy","0301-4215","Elsevier BV",78
"10.1021/nl4012003","2013-06-12","Shape-Dependent Plasmonic Response and Directed Self-Assembly in a New Semiconductor Building Block, Indium-Doped Cadmium Oxide (ICO)","Nano Letters","1530-6984","American Chemical Society (ACS)",316
"10.1177/0306396813476195","2013-07-01","The Migration Apparatus: security, labor, and policymaking in the European Union","Race & Class","0306-3968","SAGE Publications",179
"10.1111/medu.12177","2013-04-10","Touch-pad mobile devices for blended learning in immunology practicals","Med Educ","0308-0110","Wiley-Blackwell",311
"10.1007/s40278-013-5400-z","2013-08","Paliperidone/risperidone","Reactions Weekly","0114-9954","Springer Science + Business Media",297
"10.3103/s0735272713100026","2013-10","Design and optimization of Flash type Analog to Digital converter using Augmented Sleep Transistors with Current Mode Logic","Radioelectronics and Communications Systems","0735-2727","Allerton Press",1627
"10.1007/s12204-013-1392-3","2013-06","Design of rail pressure tracking controller for novel fuel injection system","Journal of Shanghai Jiaotong University (Science)","1007-1172","Springer Science + Business Media",297
"10.1080/23269995.2013.856217","2013-07-11","Volunteer tourism and the cosmopolitan gap year","Global Discourse","2326-9995","Informa UK Limited",301
"10.1007/s11434-013-5815-1","2013-04-17","Irrigation-induced pollution of organochlorine pesticides and polychlorinated biphenyls in paddy field ecosystem of Liaohe River Plain, China","Chin. Sci. Bull.","1001-6538","Springer Science + Business Media",297
"10.1371/journal.pone.0082955","2013-12-09","Conversion of Exogenous Cholesterol into Glycoalkaloids in Potato Shoots, Using Two Methods for Sterol Solubilisation","PLoS ONE","1932-6203","Public Library of Science (PLoS)",340
"10.1158/1535-7163.pms-pr05","2013-05-01","Abstract PR05: Construction of synthetic lethal networks for p53 tumor suppressor pathways identifies candidate therapeutic targets for metastatic, chemotherapy resistant HNSCC","Molecular Cancer Therapeutics","1535-7163","American Association for Cancer Research (AACR)",1086
"10.1016/j.cbpc.2013.03.004","2013-05","Impact of environmental estrogens on nucleotide excision repair gene expression in embryonic zebrafish","Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology","1532-0456","Elsevier BV",78
"10.1088/0953-2048/26/5/055009","2013-03-26","Superconductivity in Sn nanocomposites","Superconductor Science and Technology","0953-2048","IOP Publishing",266
"10.3103/s0146411613010082","2013-02","Laplace transform of the distribution of the semi-Markov walk process with a positive drift, negative jumps, and a delay screen at zero","Aut. Control Comp. Sci.","0146-4116","Allerton Press",1627
"10.1016/j.corsci.2013.06.013","2013-10","Cyclic oxidation of high temperature coatings on new ü¾¶¼2-strengthened cobalt-based alloys","Corrosion Science","0010-938X","Elsevier BV",78
"10.1016/j.eplepsyres.2013.06.004","2013-09","CB1 agonists, locally applied to the cortico-thalamic circuit of rats with genetic absence epilepsy, reduce epileptic manifestations","Epilepsy Research","0920-1211","Elsevier BV",78
"10.1016/j.jaci.2013.03.030","2013-05","Evidence mounts that viruses drive atopic development","Journal of Allergy and Clinical Immunology","0091-6749","Elsevier BV",78
"10.12968/hmed.2013.74.6.308b","2013-06","Depression common in children with temporal lobe epilepsy","Br J Hosp Med","1750-8460","Mark Allen Group",5130
"10.1371/journal.pone.0059023","2013-03-19","Real Time Observation of Single Membrane Protein Insertion Events by the Escherichia coli Insertase YidC","PLoS ONE","1932-6203","Public Library of Science (PLoS)",340
"10.1145/2539036.2539044","2013-12-01","A theory of robust omega-regular software synthesis","ACM Trans. Embed. Comput. Syst.","1539-9087","Association for Computing Machinery (ACM)",320
"10.2460/ajvr.74.4.629","2013-04","Effects of anesthetic induction with midazolam-propofol and midazolam-etomidate on selected ocular and cardiorespiratory variables in clinically normal dogs","American Journal of Veterinary Research","0002-9645","American Veterinary Medical Association (AVMA)",1272
"10.1007/s00226-013-0607-y","2013-12-06","8th Pacific Regional Wood Anatomy Conference/Annual Meeting of International Academy of Wood Science (IAWS), Nanjing Forestry University, Nanjing, China October 1722, 2013","Wood Science and Technology","0043-7719","Springer Science + Business Media",297
"10.1016/j.ophtha.2012.12.006","2013-06","Anterior Chamber Angle Imaging with Swept-Source Optical Coherence Tomography: Measuring Peripheral Anterior Synechia in Glaucoma","Ophthalmology","0161-6420","Elsevier BV",78
"10.4028/www.scientific.net/amm.392.435","2013-09","DC/AC Converter Based on Buck Regulator","AMM","1662-7482","Trans Tech Publications",2457
"10.1007/s10439-013-0805-7","2013-04-09","Distribution of BloodBrain Barrier Disruption in Primary Blast Injury","Ann Biomed Eng","0090-6964","Springer Science + Business Media",297
"10.1016/j.matdes.2013.01.075","2013-08","Influence of moisture content on the thermal and mechanical properties and curing behavior of polymeric matrix and polymer concrete composite","Materials & Design","0261-3069","Elsevier BV",78
"10.1017/s1474747213000309","2013-10-22","Does it pay to delay social security?","Journal of Pension Economics and Finance","1474-7472","Cambridge University Press (CUP)",56
"10.7753/ijcatr0205.1002","2013-09-01","Development of GRID Portal","International Journal of Computer Applications Technology and Research","2319-8656","Association of Technology and Science",4500
"10.1088/0022-3727/47/5/055001","2013-12-31","Structural and magnetic properties of sonoelectrocrystallized magnetite nanoparticles","Journal of Physics D: Applied Physics","0022-3727","IOP Publishing",266
"10.1007/s11894-013-0354-0","2013-10-13","Real-Time Endoscopic Pathology Assessment of Colorectal Polyps","Current Gastroenterology Reports","1522-8037","Springer Science + Business Media",297
"10.1016/j.ijcard.2012.09.216","2013-07","The obesity paradox of mortality in patients with coronary artery disease undergoing percutaneous coronary intervention","International Journal of Cardiology","0167-5273","Elsevier BV",78
"10.1074/jbc.m113.491217","2013-12-30","N-terminal Hydrophobic Amino Acids of Activating Transcription Factor 5 (ATF5) Protein Confer Interleukin 1ü¾¼ (IL-1ü¾¼)-induced Stabilization","Journal of Biological Chemistry","0021-9258","American Society for Biochemistry & Molecular Biology (ASBMB)",28
"10.13075/mp.5893.2013.0054","2013-06-01","DIGITAL ADMINISTRATIVE MAPS - A TOOL FOR VISUALIZATION OF EPIDEMIOLOGICAL DATA,ZASTOSOWANIE CYFROWYCH MAP ADMINISTRACYJNYCH W WIZUALIZACJI DANYCH EPIDEMIOLOGICZNYCH","Medycyna Pracy","0465-5893","Nofer Institute of Occupational Medicine",5258
"10.1016/j.jgo.2013.09.146","2013-10","Integration of a multidimensional elders survey into a medical oncology clinic","Journal of Geriatric Oncology","1879-4068","Elsevier BV",78
"10.1080/09739572.2013.853444","2013-07","Settled strangers: Asian business elites in East Africa (18002000)","Diaspora Studies","0973-9572","Informa UK Limited",301
"10.1016/j.clinthera.2013.07.420","2013-09","A Highly Bioavailable Omega-3 Free Fatty Acid Formulation Improves the Cardiovascular Risk Profile in High-Risk, Statin-Treated Patients With Residual Hypertriglyceridemia (the ESPRIT Trial)","Clinical Therapeutics","0149-2918","Elsevier BV",78
"10.1055/s-0033-1341534","2013-02-27","Buchbesprechung","Akt Rheumatol","0341-051X","Thieme Publishing Group",194
"10.1136/heartjnl-2012-302979","2013-02-06","Defining the need for a dynamic multimarker approach","Heart","1355-6037","BMJ",239
"10.1016/j.pmrj.2013.04.008","2013-05","Emerging Techniques in the Electrodiagnostic Laboratory","PM&R","1934-1482","Elsevier BV",78
"10.1016/j.jalz.2013.05.106","2013-07","DNA damage in peripheral blood cells is associated with Alzheimer's disease (AD)-related plasma proteins in individuals at risk for progression to AD","Alzheimer's & Dementia","1552-5260","Elsevier BV",78
"10.1164/rccm.201301-0107ed","2013-03","A Rare Glimpse behind the Mask of Sepsis-induced Organ Failures Provides Hope for an Eventual Cure","Am J Respir Crit Care Med","1073-449X","American Thoracic Society",19
"10.1111/gcbb.12054","2013-04-12"," Land use change from C3 grassland to C4 Miscanthus : effects on soil carbon content and estimated mitigation benefit after six years ","GCB Bioenergy","1757-1693","Wiley-Blackwell",311
"10.1007/s15200-013-0682-z","2013-05","Kognitiven Abbau vermindern","Hausarzt","1434-8950","Springer Science + Business Media",297
"10.1016/j.seppur.2013.01.042","2013-04","Selective partition of potassium chloride and ammonium chloride by aqueous two-phase systems","Separation and Purification Technology","1383-5866","Elsevier BV",78
"10.4028/www.scientific.net/amm.409-410.235","2013-09","Effect of Substrate Concentration on Hydrogen Production from Fermentation of Sugar Wastewater","AMM","1662-7482","Trans Tech Publications",2457
"10.1177/1557234x13510679","2013-11-01","Space Telerobotics: Unique Challenges to Human-Robot Collaboration in Space","Reviews of Human Factors and Ergonomics","1557-234X","SAGE Publications",179
"10.1002/hyp.9655","2013-01-14","Influence of inclination and permeability of solitary woody riparian plants on local hydraulic and sedimentary processes","Hydrol. Process.","0885-6087","Wiley-Blackwell",311
"10.1016/s1464-2859(13)70384-5","2013-11","Catacel partners with DJW Technology on CPOX hydrogen unit","Fuel Cells Bulletin","1464-2859","Elsevier BV",78
"10.5005/jp-journals-10015-1202","2013-01-15","Body Dysmorphic Disorder in Orthodontic Patients","WJOUD","0976-6006","Jaypee Brothers Medical Publishing",2914
"10.1007/s10695-013-9901-8","2013-12-19","Hypoxia effects on gill surface area and blood oxygen-carrying capacity of the Atlantic stingray, Dasyatis sabina","Fish Physiol Biochem","0920-1742","Springer Science + Business Media",297
"10.1016/j.apsusc.2013.06.085","2013-10","Multifunctional overcoats on vanadium dioxide thermochromic thin films with enhanced luminous transmission and solar modulation, hydrophobicity and anti-oxidation","Applied Surface Science","0169-4332","Elsevier BV",78
"10.4028/www.scientific.net/amm.423-426.1648","2013-09","Research on Dynamic Compression-Shear Behavior of Closed-Cell Aluminum Foam","AMM","1662-7482","Trans Tech Publications",2457
"10.1007/s00481-013-0245-9","2013-03-20","Das Eigentliche des Todes. Ein Beitrag zur Be-Lebung der Debatte ü¾¶¼ber Hirntod und Transplantation","Ethik Med","0935-7335","Springer Science + Business Media",297
"10.1016/j.chiabu.2013.04.007","2013-09","Childhood sexual experiences among substance-using non-gay identified Black men who have sex with men and women","Child Abuse & Neglect","0145-2134","Elsevier BV",78
"10.4028/www.scientific.net/amr.798-799.1026","2013-09","Effectiveness of 1-Methylcyclopropene Treatment on Kiwifruit for Extending Storage Life","AMR","1662-8985","Trans Tech Publications",2457
"10.1111/rsr.12035_11","2013-06","Luke 3. By Franü¾¶¼ois Bovon. Hermeneia. Minneapolis, MN: Fortress, 2012. Pp. xxviii + 450. Cloth, $65.00.","Religious Studies Review","0319-485X","Wiley-Blackwell",311
"10.1007/s40265-013-0158-4","2013-12-14","Elvitegravir/Cobicistat/Emtricitabine/Tenofovir Disoproxil Fumarate Single-Tablet Regimen (Stribildü¾¼): A Review of Its Use in the Management of HIV-1 Infection in Adults","Drugs","0012-6667","Springer Science + Business Media",297
"10.1016/j.jacl.2013.09.001","2013-09","From the Editor: The importance of children","Journal of Clinical Lipidology","1933-2874","Elsevier BV",78
"10.1525/cond.2013.120142","2013-11","Cooperative Breeding in the Campo Flicker I","The Condor","0010-5422","Cooper Ornithological Society",1225
"10.5152/tjbh.2013.28","2013-10-20","Meme Kanserinde HER-2/NEU (C-ERB-B2) Durumunun ü¾¦¼nemi: Hangi Yü¾¦¼ntemle Deerlendirmek Daha Uygun?,Importance of HER2/NEU (C-ERB-B2) Status in Breast Cancer: Which Method is More Effective to Evaluate of HER-2 Status?","J Breasth Health","1306-0945","AVES Publishing Co.",3111
"10.3844/ajssp.2013.77.93","2013-02-01","DISCOVERY OF DYNAMICAL 3-SPACE: THEORY, EXPERIMENTS AND OBSERVATIONS-A REVIEW","American Journal of Space Science","1948-9927","Science Publications",2204
"10.1136/tobaccocontrol-2012-050703","2013-06-20","The effect of taxation on tobacco consumption and public revenues in Lebanon","Tobacco Control","0964-4563","BMJ",239
"10.1134/s1063774513020272","2013-03","Crystal structure of (NH4)5Sc3F14","Crystallography Reports","1063-7745","Pleiades Publishing Ltd",137
"10.1016/j.jpedsurg.2012.12.046","2013-04","Thoracoscopic resection of a cervical esophageal duplication cyst in a 3-month-old infant: A case report","Journal of Pediatric Surgery","0022-3468","Elsevier BV",78
"10.7775/rac.es.v81.i3.617","2013-06","Bloqueo de rama frecuencia-dependiente: no sü¾¶¼lo existe la fase 3","Revista Argentina de Cardiología","0034-7000","Revista Argentina de Cardiologia",4562
"10.1016/j.onko.2013.09.053","2013-11","[Nr 52] Ocena ekspresji wybranych markerü¾¶¼w immunohistochemicznych w komü¾¶¼rkach raka gruczoBu krokowego w celu identyfikacji rakowych komü¾¶¼rek macierzystych","Zeszyty Naukowe WCO","1734-0489","Elsevier BV",78
"10.1016/s1365-1609(13)00108-1","2013-09","Editorial Board","International Journal of Rock Mechanics and Mining Sciences","1365-1609","Elsevier BV",78
"10.1162/dram_r_00245","2013-03"," Slaves to Fashion: Black Dandyism and the Styling of Black Diasporic Identity. By Monica L. Miller. Durham, NC: Duke University Press, 2009; 408 pp.; illustrations. $94.95 cloth, $26.95 paper, e-book available ","TDR/The Drama Review","1054-2043","MIT Press - Journals",281
"10.1016/j.applthermaleng.2012.09.010","2013-05","Special issue: Sustainable thermal energy management in the process industries international conference (SusTEM2011)","Applied Thermal Engineering","1359-4311","Elsevier BV",78
"10.1007/s40278-013-4004-y","2013-06","High LDL, not statin use, linked to prostate cancer recurrence","Reactions Weekly","0114-9954","Springer Science + Business Media",297
"10.3109/10253890.2013.789015","2013-07","Perceived stress and biological risk: is the link stronger in Russians than in Taiwanese and Americans?","Stress","1025-3890","Informa Healthcare",3197
